case,op,process_id,repeat,input_hash,output_hash,rmse_vs_run0,mae,max_abs,cosine,first_mismatch,nax_enabled,zero_pad_mode,sync_mode
fox2026_step0_block0,sdpa,91911,12,b4415c236e726325,fcf311f2ac496a57,0.000000000,0.000000000,0.000000000,1.000000000,-1,0,n/a,forced
fox2026_step0_block0,sdpa,91911,13,b4415c236e726325,fcf311f2ac496a57,0.000000000,0.000000000,0.000000000,1.000000000,-1,0,n/a,forced
fox2026_step0_block0,sdpa,91911,14,b4415c236e726325,fcf311f2ac496a57,0.000000000,0.000000000,0.000000000,1.000000000,-1,0,n/a,forced
fox2026_step0_block0,sdpa,91911,15,b4415c236e726325,fcf311f2ac496a57,0.000000000,0.000000000,0.000000000,1.000000000,-1,0,n/a,forced
fox2026_step0_block0,sdpa,91911,16,b4415c236e726325,fcf311f2ac496a57,0.000000000,0.000000000,0.000000000,1.000000000,-1,0,n/a,forced
fox2026_step0_block0,sdpa,91911,17,b4415c236e726325,fcf311f2ac496a57,0.000000000,0.000000000,0.000000000,1.000000000,-1,0,n/a,forced
fox2026_step0_block0,sdpa,91911,18,b4415c236e726325,fcf311f2ac496a57,0.000000000,0.000000000,0.000000000,1.000000000,-1,0,n/a,forced
fox2026_step0_block0,sdpa,91911,19,b4415c236e726325,fcf311f2ac496a57,0.000000000,0.000000000,0.000000000,1.000000000,-1,0,n/a,forced
fox2026_step0_block0,sdpa,91911,20,b4415c236e726325,fcf311f2ac496a57,0.000000000,0.000000000,0.000000000,1.000000000,-1,0,n/a,forced
fox2026_step0_block0,sdpa,91911,21,b4415c236e726325,fcf311f2ac496a57,0.000000000,0.000000000,0.000000000,1.000000000,-1,0,n/a,forced
fox2026_step0_block0,sdpa,91911,22,b4415c236e726325,fcf311f2ac496a57,0.000000000,0.000000000,0.000000000,1.000000000,-1,0,n/a,forced
fox2026_step0_block0,sdpa,91911,23,b4415c236e726325,fcf311f2ac496a57,0.000000000,0.000000000,0.000000000,1.000000000,-1,0,n/a,forced
fox2026_step0_block0,sdpa,91911,24,b4415c236e726325,fcf311f2ac496a57,0.000000000,0.000000000,0.000000000,1.000000000,-1,0,n/a,forced
fox2026_step0_block0,sdpa,91911,25,b4415c236e726325,fcf311f2ac496a57,0.000000000,0.000000000,0.000000000,1.000000000,-1,0,n/a,forced
fox2026_step0_block0,sdpa,91911,26,b4415c236e726325,fcf311f2ac496a57,0.000000000,0.000000000,0.000000000,1.000000000,-1,0,n/a,forced
fox2026_step0_block0,sdpa,91911,27,b4415c236e726325,fcf311f2ac496a57,0.000000000,0.000000000,0.000000000,1.000000000,-1,0,n/a,forced
fox2026_step0_block0,sdpa,91911,28,b4415c236e726325,fcf311f2ac496a57,0.000000000,0.000000000,0.000000000,1.000000000,-1,0,n/a,forced
fox2026_step0_block0,sdpa,91911,29,b4415c236e726325,fcf311f2ac496a57,0.000000000,0.000000000,0.000000000,1.000000000,-1,0,n/a,forced
fox2026_step0_block0,sdpa,91911,30,b4415c236e726325,fcf311f2ac496a57,0.000000000,0.000000000,0.000000000,1.000000000,-1,0,n/a,forced
